Datetime,Close_SNOW,Close_VT,SNOW Value,VT Value,SNOW P&L,VT P&L,Total P&L
2020-12-10 16:00:00+01:00,387.5,91.11,-3875.0,3826.62,0.0,0.0,0.0
2020-12-10 16:30:00+01:00,384.7799987792969,91.02999877929688,-3847.7999877929688,3823.2599487304688,27.20001220703125,-3.360051269531141,23.83996093750011
2020-12-10 17:00:00+01:00,388.2200012207031,91.05999755859375,-3882.2000122070312,3824.5198974609375,-7.20001220703125,-2.100102539062391,-9.30011474609364
2020-12-10 17:30:00+01:00,379.3826904296875,90.78299713134766,-3793.826904296875,3812.8858795166016,81.173095703125,-13.734120483398328,67.43897521972667
2020-12-10 18:00:00+01:00,377.6199951171875,90.91000366210938,-3776.199951171875,3818.2201538085938,98.800048828125,-8.39984619140614,90.40020263671886
2020-12-10 18:30:00+01:00,374.6068115234375,90.86000061035156,-3746.068115234375,3816.1200256347656,128.931884765625,-10.499974365234266,118.43191040039073
2020-12-10 19:00:00+01:00,381.0,90.99500274658203,-3810.0,3821.7901153564453,65.0,-4.829884643554578,60.17011535644542
2020-12-10 19:30:00+01:00,379.32000732421875,90.91000366210938,-3793.2000732421875,3818.2201538085938,81.7999267578125,-8.39984619140614,73.40008056640636
2020-12-10 20:00:00+01:00,375.2099914550781,90.80000305175781,-3752.0999145507812,3813.600128173828,122.90008544921875,-13.019871826171766,109.88021362304698
2020-12-10 20:30:00+01:00,375.02130126953125,90.81999969482422,-3750.2130126953125,3814.439987182617,124.7869873046875,-12.180012817382703,112.6069744873048
2020-12-10 21:00:00+01:00,375.9419860839844,91.02999877929688,-3759.4198608398438,3823.2599487304688,115.58013916015625,-3.360051269531141,112.22008789062511
2020-12-10 21:30:00+01:00,373.2799987792969,91.0250015258789,-3732.7999877929688,3823.050064086914,142.20001220703125,-3.5699359130858284,138.63007629394542
2020-12-11 15:30:00+01:00,354.0299987792969,90.59049987792969,-3540.2999877929688,3804.800994873047,334.70001220703125,-21.819005126953016,312.88100708007823
2020-12-11 16:00:00+01:00,362.5599060058594,90.75,-3625.5990600585938,3811.5,249.40093994140625,-15.11999999999989,234.28093994140636
2020-12-11 16:30:00+01:00,354.3399963378906,90.55000305175781,-3543.3999633789062,3803.100128173828,331.60003662109375,-23.519871826171766,308.080164794922
2020-12-11 17:00:00+01:00,351.6000061035156,90.48999786376953,-3516.0000610351562,3800.5799102783203,358.99993896484375,-26.04008972167958,332.9598492431642
2020-12-11 17:30:00+01:00,355.94000244140625,90.44000244140625,-3559.4000244140625,3798.4801025390625,315.5999755859375,-28.13989746093739,287.4600781250001
2020-12-11 18:00:00+01:00,351.9999084472656,90.27999877929688,-3519.9990844726562,3791.7599487304688,355.00091552734375,-34.86005126953114,320.1408642578126
2020-12-11 18:30:00+01:00,350.67999267578125,90.37999725341797,-3506.7999267578125,3795.9598846435547,368.2000732421875,-30.660115356445203,337.5399578857423
2020-12-11 19:00:00+01:00,353.2300109863281,90.4458999633789,-3532.3001098632812,3798.727798461914,342.69989013671875,-27.89220153808583,314.8076885986329
2020-12-11 19:30:00+01:00,355.3399963378906,90.6500015258789,-3553.3999633789062,3807.300064086914,321.60003662109375,-19.31993591308583,302.2801007080079
2020-12-11 20:00:00+01:00,359.3550109863281,90.6500015258789,-3593.5501098632812,3807.300064086914,281.44989013671875,-19.31993591308583,262.1299542236329
2020-12-11 20:30:00+01:00,358.81500244140625,90.68000030517578,-3588.1500244140625,3808.560012817383,286.8499755859375,-18.05998718261708,268.7899884033204
2020-12-11 21:00:00+01:00,358.54998779296875,90.72000122070312,-3585.4998779296875,3810.2400512695312,289.5001220703125,-16.37994873046864,273.12017333984386
2020-12-11 21:30:00+01:00,355.3399963378906,90.72000122070312,-3553.3999633789062,3810.2400512695312,321.60003662109375,-16.37994873046864,305.2200878906251
